Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,Yes,Non-Travel,1055,Human Resources,21,3,Human Resources,1,10257,4,Male,56,3,4,Laboratory Technician,4,Divorced,3194,15023,2,Y,Yes,25,4,4,80,1,22,0,2,5,16,5,14
46,Yes,Travel_Rarely,276,Sales,15,1,Technical Degree,1,10258,3,Male,36,2,2,Sales Executive,1,Married,10692,9050,9,Y,No,13,4,2,80,2,11,0,2,14,4,9,2
22,Yes,Non-Travel,869,Human Resources,3,2,Medical,1,10259,4,Male,56,4,5,Sales Executive,3,Married,3439,19393,9,Y,No,11,4,4,80,3,27,3,4,25,10,9,11
31,Yes,Non-Travel,1033,Sales,22,4,Life Sciences,1,10260,2,Female,58,3,3,Human Resources,4,Divorced,6710,11552,5,Y,Yes,22,4,3,80,1,34,5,1,35,17,13,17
45,No,Travel_Rarely,371,Research & Development,8,1,Life Sciences,1,10261,2,Male,56,2,3,Sales Representative,3,Single,14252,9227,5,Y,Yes,13,3,4,80,1,40,6,3,15,10,2,17
43,Yes,Travel_Frequently,1086,Human Resources,9,2,Human Resources,1,10262,4,Male,51,2,5,Healthcare Representative,4,Divorced,3409,7733,8,Y,Yes,12,4,1,80,1,7,3,4,38,18,4,10
25,No,Travel_Frequently,1301,Sales,5,5,Other,1,10263,3,Male,70,2,5,Research Director,4,Divorced,8840,3974,2,Y,Yes,15,3,2,80,0,27,5,4,20,15,6,13
49,No,Travel_Rarely,1140,Research & Development,17,4,Other,1,10264,1,Male,95,3,3,Manager,3,Divorced,11165,13330,4,Y,Yes,25,3,3,80,1,35,1,4,13,9,9,6
27,No,Travel_Frequently,330,Sales,24,2,Human Resources,1,10265,2,Male,97,4,2,Manager,2,Married,10661,12999,8,Y,Yes,25,4,1,80,1,26,6,2,13,0,15,7
29,No,Travel_Rarely,104,Sales,4,3,Other,1,10266,1,Female,74,4,3,Sales Executive,1,Married,18208,2571,1,Y,No,25,3,3,80,0,32,5,4,10,14,7,8
30,No,Travel_Rarely,979,Sales,29,5,Medical,1,10267,3,Male,55,4,4,Manufacturing Director,1,Married,17703,24585,0,Y,No,25,4,3,80,1,20,5,1,12,7,0,1
48,No,Travel_Rarely,421,Sales,5,3,Human Resources,1,10268,3,Male,62,3,5,Manager,1,Divorced,18399,12203,9,Y,Yes,25,3,3,80,1,21,0,4,3,15,4,0
30,Yes,Travel_Rarely,1067,Sales,27,5,Life Sciences,1,10269,2,Male,55,4,5,Manufacturing Director,4,Single,17500,21183,7,Y,No,11,4,2,80,1,37,1,3,19,11,8,4
49,Yes,Non-Travel,1467,Human Resources,8,3,Human Resources,1,10270,1,Male,43,4,5,Research Director,3,Single,13792,12083,0,Y,Yes,24,4,4,80,1,37,0,4,1,16,7,8
48,Yes,Travel_Rarely,847,Sales,6,5,Life Sciences,1,10271,3,Female,95,2,1,Research Director,3,Single,5433,14541,2,Y,No,12,4,1,80,2,17,2,3,11,2,1,0
24,No,Non-Travel,1487,Human Resources,18,1,Technical Degree,1,10272,4,Male,93,3,2,Sales Executive,2,Married,14359,19092,0,Y,No,14,4,3,80,0,37,3,1,37,6,0,10
41,Yes,Travel_Frequently,1328,Human Resources,16,1,Medical,1,10273,2,Male,50,3,4,Research Director,4,Single,9195,8668,0,Y,No,21,3,4,80,3,22,4,1,6,6,12,7
57,No,Travel_Frequently,1177,Sales,23,4,Human Resources,1,10274,3,Female,56,3,4,Healthcare Representative,3,Divorced,19406,11158,1,Y,No,25,4,4,80,3,26,2,3,9,2,15,17
20,Yes,Non-Travel,418,Research & Development,3,2,Technical Degree,1,10275,4,Male,46,4,5,Laboratory Technician,3,Divorced,1251,14116,3,Y,No,25,4,2,80,2,11,5,4,9,9,3,16
57,No,Travel_Frequently,914,Research & Development,21,1,Human Resources,1,10276,1,Female,74,4,4,Human Resources,1,Married,4942,14302,8,Y,No,16,4,3,80,2,17,6,1,14,7,7,16
28,No,Travel_Frequently,455,Human Resources,25,2,Marketing,1,10277,3,Female,67,3,3,Healthcare Representative,2,Divorced,17361,7751,6,Y,Yes,14,3,3,80,2,7,6,1,38,15,5,6
52,No,Non-Travel,894,Human Resources,15,1,Technical Degree,1,10278,2,Female,66,1,3,Laboratory Technician,4,Divorced,15293,26609,3,Y,Yes,22,4,2,80,3,31,2,2,2,15,11,5
56,No,Non-Travel,881,Research & Development,5,5,Medical,1,10279,3,Female,39,2,3,Sales Executive,2,Single,6474,18966,3,Y,Yes,18,4,2,80,3,25,1,4,3,4,9,8
37,No,Travel_Rarely,982,Research & Development,17,3,Life Sciences,1,10280,1,Male,73,3,2,Sales Executive,3,Single,19026,3568,9,Y,No,13,4,1,80,0,37,5,3,34,10,7,13
22,No,Non-Travel,1001,Human Resources,21,2,Technical Degree,1,10281,3,Male,74,3,5,Manufacturing Director,3,Divorced,6067,17213,8,Y,Yes,15,4,2,80,2,35,6,2,25,6,5,1
32,Yes,Travel_Rarely,184,Research & Development,9,3,Life Sciences,1,10282,2,Female,70,4,4,Human Resources,3,Single,14922,26361,3,Y,Yes,25,3,2,80,2,28,5,2,21,11,0,8
19,No,Travel_Frequently,337,Research & Development,24,2,Technical Degree,1,10283,2,Male,64,1,2,Healthcare Representative,4,Single,16247,4204,2,Y,Yes,23,3,2,80,2,12,2,3,23,15,13,5
49,Yes,Non-Travel,1360,Human Resources,21,5,Technical Degree,1,10284,3,Male,64,1,5,Healthcare Representative,2,Married,9547,23655,9,Y,Yes,12,4,3,80,0,29,2,1,20,12,15,9
24,Yes,Travel_Rarely,433,Research & Development,29,2,Life Sciences,1,10285,3,Male,71,2,4,Manufacturing Director,4,Single,1487,18695,2,Y,Yes,22,3,3,80,0,24,3,3,22,11,3,6
60,No,Travel_Frequently,1236,Human Resources,16,3,Medical,1,10286,3,Male,41,1,1,Sales Representative,4,Married,10142,21884,4,Y,Yes,18,3,3,80,0,23,3,3,21,7,9,12
19,Yes,Travel_Rarely,206,Research & Development,26,1,Human Resources,1,10287,1,Male,89,3,3,Research Scientist,2,Divorced,9208,21946,9,Y,No,23,4,3,80,1,12,6,4,5,9,11,3
40,Yes,Travel_Frequently,317,Sales,4,5,Medical,1,10288,4,Female,68,2,2,Sales Representative,2,Divorced,5006,12512,9,Y,Yes,24,4,1,80,2,35,2,3,18,16,2,15
41,Yes,Travel_Rarely,1092,Sales,13,1,Human Resources,1,10289,2,Female,56,1,2,Healthcare Representative,1,Divorced,14133,20049,5,Y,Yes,20,4,1,80,3,18,4,4,16,16,3,1
27,Yes,Non-Travel,756,Research & Development,27,3,Medical,1,10290,1,Female,46,2,1,Research Director,3,Single,9105,18602,8,Y,No,19,3,1,80,3,12,0,2,20,1,3,13
20,Yes,Non-Travel,442,Research & Development,5,1,Human Resources,1,10291,1,Female,100,2,4,Manager,1,Divorced,4894,26140,6,Y,No,23,3,2,80,2,2,0,2,38,8,3,6
21,Yes,Non-Travel,633,Sales,7,3,Technical Degree,1,10292,4,Male,42,4,2,Manufacturing Director,2,Divorced,3376,18710,3,Y,Yes,12,4,2,80,3,36,3,1,32,0,6,7
49,Yes,Travel_Rarely,703,Research & Development,15,3,Marketing,1,10293,4,Male,41,3,4,Sales Representative,4,Single,5188,16771,5,Y,Yes,23,3,1,80,0,38,5,2,6,1,6,12
47,No,Travel_Frequently,704,Research & Development,29,4,Human Resources,1,10294,2,Male,75,2,3,Laboratory Technician,2,Married,18352,4497,5,Y,Yes,24,4,3,80,0,2,4,3,9,16,0,3
36,No,Travel_Frequently,538,Human Resources,27,3,Technical Degree,1,10295,4,Female,56,1,1,Manufacturing Director,1,Married,9801,3130,5,Y,No,13,3,4,80,3,8,6,2,19,4,1,2
34,Yes,Travel_Frequently,980,Sales,27,3,Other,1,10296,4,Male,98,3,5,Healthcare Representative,3,Married,3929,20964,4,Y,Yes,22,3,1,80,3,14,3,1,18,15,8,7
58,No,Travel_Frequently,873,Research & Development,10,4,Technical Degree,1,10297,2,Female,84,1,3,Manufacturing Director,4,Married,3395,13198,6,Y,No,15,4,3,80,2,12,0,3,37,8,10,14
26,Yes,Non-Travel,1119,Human Resources,7,4,Technical Degree,1,10298,3,Female,59,4,4,Human Resources,4,Divorced,6588,8569,7,Y,Yes,16,3,2,80,0,26,5,1,21,7,5,4
47,No,Travel_Frequently,1015,Human Resources,19,3,Human Resources,1,10299,4,Female,46,2,3,Manufacturing Director,2,Divorced,2710,23176,2,Y,Yes,15,3,4,80,0,2,3,2,38,13,0,0
36,No,Travel_Rarely,238,Sales,18,1,Other,1,10300,2,Male,84,1,2,Research Scientist,2,Married,12604,17181,3,Y,No,12,3,2,80,3,21,0,1,38,14,13,0
43,No,Travel_Frequently,381,Research & Development,24,2,Marketing,1,10301,2,Female,41,4,2,Sales Executive,4,Divorced,5574,4336,9,Y,Yes,21,4,1,80,2,4,4,2,16,16,3,11
25,No,Travel_Frequently,358,Research & Development,29,1,Marketing,1,10302,1,Female,90,1,5,Research Director,2,Single,16964,25338,5,Y,Yes,25,3,4,80,0,4,1,3,0,1,14,13
29,No,Travel_Frequently,204,Sales,16,5,Medical,1,10303,4,Female,64,4,5,Human Resources,2,Single,5862,5766,4,Y,No,24,4,4,80,3,19,4,2,22,16,12,4
53,No,Travel_Frequently,815,Research & Development,16,5,Other,1,10304,3,Female,51,4,3,Healthcare Representative,1,Single,6048,3411,5,Y,No,15,4,2,80,0,31,3,4,32,17,7,6
55,Yes,Non-Travel,1193,Sales,16,2,Marketing,1,10305,2,Female,94,1,5,Laboratory Technician,2,Divorced,16729,8576,9,Y,No,25,4,4,80,3,6,4,4,24,0,11,9
45,Yes,Travel_Frequently,183,Human Resources,16,1,Medical,1,10306,1,Male,70,4,5,Sales Representative,3,Divorced,4100,9004,6,Y,Yes,14,3,1,80,0,3,5,1,2,14,3,5
30,No,Travel_Rarely,766,Sales,1,4,Other,1,10307,3,Male,55,2,5,Sales Representative,3,Single,13732,7369,5,Y,Yes,13,4,2,80,0,21,0,4,8,18,9,15
57,Yes,Travel_Frequently,520,Human Resources,1,1,Other,1,10308,2,Male,82,4,2,Research Director,3,Single,16637,7531,7,Y,No,23,4,3,80,0,31,2,4,25,18,2,3
28,No,Travel_Rarely,666,Human Resources,2,2,Marketing,1,10309,4,Male,33,1,4,Sales Representative,3,Single,13351,15420,0,Y,No,25,4,1,80,0,13,2,1,7,5,10,1
44,No,Non-Travel,536,Human Resources,17,4,Human Resources,1,10310,1,Female,56,3,1,Research Scientist,4,Single,15188,24265,5,Y,No,14,3,2,80,3,14,2,2,24,6,14,4
45,No,Non-Travel,830,Human Resources,2,3,Medical,1,10311,1,Female,44,1,2,Manager,1,Divorced,2248,10785,1,Y,Yes,22,3,3,80,0,25,0,2,7,9,14,9
27,Yes,Travel_Frequently,1000,Sales,2,4,Life Sciences,1,10312,3,Female,98,3,4,Human Resources,4,Divorced,6849,17671,3,Y,Yes,22,4,4,80,0,21,6,4,9,8,6,5
52,Yes,Travel_Frequently,1102,Sales,26,4,Life Sciences,1,10313,3,Male,96,3,5,Healthcare Representative,3,Single,10062,18098,3,Y,No,21,3,3,80,0,1,2,2,27,5,15,10
31,No,Travel_Frequently,610,Human Resources,10,4,Human Resources,1,10314,1,Male,36,1,1,Sales Representative,3,Divorced,12776,24269,9,Y,Yes,23,3,2,80,3,30,1,3,1,15,0,16
31,No,Travel_Frequently,1019,Research & Development,25,5,Life Sciences,1,10315,1,Male,89,3,2,Manager,4,Single,4324,25539,2,Y,Yes,19,4,3,80,1,14,6,1,17,18,6,12
22,Yes,Travel_Rarely,885,Sales,26,5,Medical,1,10316,3,Female,85,3,3,Manufacturing Director,4,Single,10808,23614,1,Y,No,11,4,3,80,2,7,4,3,19,3,10,5
45,Yes,Travel_Rarely,904,Sales,27,2,Technical Degree,1,10317,2,Female,85,2,2,Manufacturing Director,1,Married,17755,15303,3,Y,Yes,22,4,3,80,2,40,5,2,1,8,5,15
19,Yes,Travel_Frequently,759,Sales,6,4,Technical Degree,1,10318,3,Male,44,3,4,Laboratory Technician,3,Single,19884,14355,1,Y,Yes,15,3,4,80,1,28,1,3,7,18,8,6
41,No,Travel_Rarely,621,Sales,15,3,Life Sciences,1,10319,2,Male,43,3,1,Research Director,2,Single,5472,7473,9,Y,Yes,19,4,4,80,1,23,3,1,18,16,5,0
31,No,Travel_Frequently,1155,Research & Development,13,4,Other,1,10320,3,Female,37,3,1,Manufacturing Director,3,Single,8429,6798,0,Y,No,22,3,2,80,2,15,4,3,18,11,8,17
48,No,Travel_Rarely,456,Human Resources,7,1,Other,1,10321,4,Male,72,2,4,Research Scientist,1,Married,5812,10763,6,Y,Yes,14,3,4,80,0,5,0,3,1,13,9,5
41,No,Travel_Frequently,498,Sales,23,4,Technical Degree,1,10322,2,Female,97,3,1,Healthcare Representative,3,Divorced,8627,22921,7,Y,No,15,4,4,80,3,3,0,3,8,9,15,1
34,No,Travel_Rarely,149,Sales,4,4,Other,1,10323,2,Male,56,3,3,Research Scientist,1,Married,8542,20920,5,Y,No,20,4,3,80,3,20,6,2,34,15,11,0
39,Yes,Travel_Frequently,959,Sales,17,3,Human Resources,1,10324,2,Male,52,3,2,Healthcare Representative,2,Divorced,9545,6635,6,Y,Yes,18,3,1,80,2,35,5,3,27,18,9,5
58,Yes,Non-Travel,731,Sales,6,1,Life Sciences,1,10325,1,Female,90,2,2,Human Resources,1,Single,4425,4731,1,Y,Yes,13,4,2,80,3,7,5,3,27,5,8,0
27,No,Travel_Rarely,1146,Research & Development,24,3,Other,1,10326,1,Female,40,1,4,Research Director,3,Single,2637,23459,2,Y,Yes,11,3,2,80,2,14,1,2,1,5,9,15
44,Yes,Non-Travel,180,Human Resources,6,3,Technical Degree,1,10327,3,Male,54,3,3,Sales Representative,3,Divorced,4643,25137,1,Y,Yes,12,4,2,80,3,3,3,1,22,0,15,0
57,Yes,Travel_Frequently,258,Human Resources,5,1,Medical,1,10328,3,Female,73,2,5,Research Director,4,Divorced,14972,2774,1,Y,Yes,18,4,2,80,0,0,1,2,38,13,2,4
26,Yes,Travel_Frequently,737,Sales,7,2,Other,1,10329,4,Female,94,4,5,Manufacturing Director,4,Single,3704,20085,8,Y,Yes,17,4,3,80,2,13,6,1,30,11,2,12
44,No,Travel_Frequently,799,Sales,4,4,Other,1,10330,4,Female,37,1,2,Manufacturing Director,1,Divorced,9752,19390,9,Y,Yes,20,3,3,80,1,37,6,1,36,4,5,16
20,No,Non-Travel,508,Human Resources,2,2,Medical,1,10331,2,Male,56,2,1,Manufacturing Director,2,Divorced,15415,3224,0,Y,No,16,4,3,80,0,26,6,1,22,4,14,7
25,No,Travel_Rarely,835,Sales,4,4,Marketing,1,10332,2,Male,99,2,3,Sales Representative,1,Divorced,8536,25325,0,Y,No,24,3,2,80,2,38,4,4,5,5,11,4
30,Yes,Non-Travel,1369,Sales,14,3,Other,1,10333,3,Female,98,4,3,Research Director,3,Single,2193,10988,3,Y,Yes,20,3,1,80,3,5,5,2,31,4,11,0
19,Yes,Travel_Frequently,1291,Human Resources,13,5,Other,1,10334,4,Male,77,3,5,Research Scientist,1,Divorced,8683,23711,3,Y,Yes,16,4,1,80,1,27,4,2,27,10,4,5
53,No,Travel_Frequently,165,Research & Development,9,2,Medical,1,10335,3,Female,40,1,3,Sales Representative,3,Single,5288,9406,2,Y,Yes,13,4,4,80,3,26,1,1,31,2,15,5
42,No,Travel_Frequently,347,Sales,5,1,Marketing,1,10336,4,Male,77,2,2,Sales Representative,4,Divorced,17078,17214,1,Y,Yes,20,3,4,80,0,6,3,4,21,0,4,15
60,No,Travel_Frequently,1024,Human Resources,7,4,Other,1,10337,2,Female,90,4,5,Sales Executive,2,Single,12253,14192,3,Y,Yes,25,4,1,80,2,13,6,2,14,3,1,10
42,No,Non-Travel,1268,Human Resources,2,5,Medical,1,10338,1,Female,68,2,2,Research Scientist,2,Divorced,11190,2326,4,Y,No,22,4,2,80,3,6,4,2,16,12,3,17
35,Yes,Non-Travel,841,Human Resources,20,1,Medical,1,10339,2,Female,70,1,2,Human Resources,4,Married,15376,9977,6,Y,No,14,3,2,80,2,19,6,3,31,1,1,8
56,No,Travel_Frequently,360,Sales,14,3,Life Sciences,1,10340,3,Male,42,3,5,Healthcare Representative,4,Single,16196,5044,5,Y,No,14,3,2,80,3,34,2,4,24,1,15,2
42,No,Travel_Rarely,696,Human Resources,14,1,Medical,1,10341,3,Female,45,2,2,Research Director,3,Married,15831,6965,1,Y,No,18,4,3,80,3,21,1,1,5,8,7,15
49,Yes,Travel_Rarely,410,Research & Development,19,4,Life Sciences,1,10342,3,Female,58,2,4,Sales Representative,2,Single,17774,11370,8,Y,No,21,4,2,80,2,10,0,1,12,3,6,14
56,Yes,Travel_Rarely,426,Sales,29,5,Life Sciences,1,10343,3,Male,33,3,5,Human Resources,4,Married,13349,14838,2,Y,Yes,19,3,1,80,2,6,5,3,21,2,11,16
54,No,Non-Travel,1459,Human Resources,16,5,Technical Degree,1,10344,2,Male,57,3,2,Healthcare Representative,3,Single,6152,25059,0,Y,No,13,4,4,80,2,3,5,4,8,17,3,13
48,Yes,Travel_Frequently,1474,Research & Development,28,5,Human Resources,1,10345,2,Female,34,4,3,Human Resources,4,Married,16424,9907,0,Y,No,23,3,1,80,3,12,0,2,39,9,14,17
26,No,Travel_Rarely,128,Sales,16,5,Other,1,10346,2,Male,82,1,5,Research Scientist,4,Divorced,18997,14764,4,Y,Yes,18,4,1,80,3,19,2,3,7,8,13,14
41,Yes,Travel_Frequently,1255,Sales,27,3,Life Sciences,1,10347,4,Male,92,3,1,Manufacturing Director,4,Married,2022,4198,1,Y,Yes,17,3,4,80,2,33,1,4,11,2,6,11
48,Yes,Travel_Frequently,1326,Sales,10,2,Technical Degree,1,10348,2,Male,61,2,1,Manufacturing Director,2,Single,17082,20954,5,Y,Yes,18,3,1,80,0,19,5,1,12,6,11,4
59,No,Travel_Rarely,360,Human Resources,23,5,Other,1,10349,2,Female,42,1,5,Research Scientist,3,Married,16861,19480,4,Y,Yes,15,3,2,80,2,39,5,3,2,6,9,17
34,Yes,Non-Travel,1080,Research & Development,27,1,Technical Degree,1,10350,4,Female,83,2,1,Manufacturing Director,2,Single,18423,7213,9,Y,Yes,12,3,4,80,1,10,1,4,1,17,12,16
25,Yes,Non-Travel,301,Human Resources,1,5,Marketing,1,10351,2,Female,44,4,3,Manufacturing Director,1,Married,6321,12281,5,Y,No,16,4,2,80,3,19,4,1,38,12,12,9
32,No,Non-Travel,1228,Sales,26,5,Marketing,1,10352,1,Female,88,1,2,Healthcare Representative,3,Divorced,7480,18962,9,Y,No,17,4,3,80,2,28,1,4,18,7,7,8
57,No,Travel_Frequently,861,Human Resources,13,3,Technical Degree,1,10353,1,Male,79,2,4,Manufacturing Director,1,Single,10396,3594,6,Y,No,19,3,1,80,2,27,6,4,30,1,12,4
27,Yes,Non-Travel,1282,Research & Development,26,1,Other,1,10354,3,Female,62,4,1,Healthcare Representative,4,Divorced,18516,3252,1,Y,No,12,4,2,80,0,30,6,4,17,15,9,6
55,Yes,Travel_Rarely,194,Research & Development,4,1,Technical Degree,1,10355,3,Female,56,1,2,Research Director,4,Married,9975,4904,9,Y,Yes,22,4,2,80,1,31,6,2,17,17,9,1
25,Yes,Travel_Rarely,1009,Research & Development,15,5,Medical,1,10356,2,Female,40,3,3,Research Director,3,Married,14432,18312,8,Y,No,14,3,4,80,3,39,0,3,36,2,8,1
27,Yes,Travel_Frequently,518,Research & Development,29,1,Human Resources,1,10357,4,Male,35,2,5,Manufacturing Director,1,Single,19034,14748,3,Y,Yes,16,3,4,80,1,15,3,1,33,4,2,12
34,No,Travel_Frequently,1194,Sales,25,3,Human Resources,1,10358,3,Male,81,2,4,Laboratory Technician,1,Single,19440,20872,7,Y,No,21,4,4,80,3,37,4,3,6,7,8,13
57,Yes,Non-Travel,955,Research & Development,28,4,Technical Degree,1,10359,3,Male,34,1,2,Research Director,1,Divorced,14680,2592,2,Y,No,16,4,3,80,0,13,2,1,36,10,7,13
27,No,Travel_Frequently,812,Human Resources,10,1,Human Resources,1,10360,4,Male,85,3,1,Laboratory Technician,1,Divorced,13462,25613,4,Y,No,24,3,2,80,0,39,1,4,15,5,15,5
40,No,Travel_Rarely,539,Sales,3,1,Technical Degree,1,10361,4,Male,90,4,1,Laboratory Technician,3,Divorced,5438,12579,1,Y,No,11,4,3,80,1,15,3,4,0,11,5,6
35,No,Non-Travel,1321,Human Resources,20,3,Life Sciences,1,10362,2,Female,66,4,2,Manager,2,Single,8581,12737,8,Y,No,18,3,1,80,3,0,3,1,40,6,12,8
36,Yes,Non-Travel,590,Human Resources,1,3,Human Resources,1,10363,2,Female,92,3,1,Manufacturing Director,3,Married,6264,10021,3,Y,Yes,15,3,1,80,1,20,1,4,2,16,14,17
18,Yes,Travel_Frequently,1005,Human Resources,1,1,Other,1,10364,3,Female,39,2,5,Sales Representative,3,Single,3678,10922,7,Y,No,22,3,3,80,0,9,0,1,23,5,1,5
20,No,Travel_Rarely,1134,Sales,11,5,Technical Degree,1,10365,3,Female,43,1,3,Research Director,3,Single,11311,25982,7,Y,Yes,11,3,3,80,3,23,3,4,28,16,5,1
54,Yes,Travel_Frequently,1121,Sales,5,5,Technical Degree,1,10366,3,Female,64,3,3,Research Director,1,Divorced,2375,14317,0,Y,Yes,16,4,2,80,2,19,0,1,35,6,14,16
42,Yes,Travel_Rarely,110,Sales,28,5,Life Sciences,1,10367,4,Female,35,1,3,Research Director,1,Divorced,16797,8887,1,Y,Yes,13,3,2,80,0,30,0,4,27,2,8,8
59,Yes,Travel_Rarely,826,Human Resources,10,4,Other,1,10368,2,Male,71,3,2,Human Resources,2,Single,7061,8987,4,Y,Yes,22,4,1,80,2,26,5,2,21,12,9,7
53,Yes,Non-Travel,1498,Sales,4,1,Other,1,10369,1,Female,61,2,1,Sales Executive,1,Single,3858,8609,5,Y,Yes,13,4,4,80,3,30,0,3,14,14,15,12
50,Yes,Travel_Rarely,256,Research & Development,13,5,Human Resources,1,10370,1,Male,73,1,5,Sales Representative,1,Single,16822,14038,5,Y,Yes,16,3,4,80,0,0,6,4,11,1,1,5
18,No,Non-Travel,892,Sales,13,4,Marketing,1,10371,2,Male,83,2,3,Sales Representative,2,Divorced,18625,15735,5,Y,No,22,4,3,80,1,26,6,3,31,18,7,16
55,No,Travel_Rarely,1476,Research & Development,26,5,Human Resources,1,10372,1,Male,48,1,5,Sales Representative,2,Single,5282,12573,5,Y,Yes,23,3,2,80,1,12,0,4,20,3,8,5
44,No,Non-Travel,531,Sales,26,4,Human Resources,1,10373,4,Male,61,2,3,Research Scientist,3,Married,11903,7736,0,Y,No,17,3,4,80,2,34,2,3,19,3,4,1
59,Yes,Travel_Rarely,787,Human Resources,26,5,Life Sciences,1,10374,3,Male,32,1,2,Laboratory Technician,3,Married,7038,16274,2,Y,Yes,18,4,4,80,3,26,3,3,40,12,5,17
26,Yes,Travel_Frequently,286,Sales,28,2,Human Resources,1,10375,2,Female,40,2,3,Sales Executive,4,Married,9632,14725,2,Y,No,20,4,4,80,0,20,1,1,3,5,14,3
43,No,Travel_Rarely,1332,Human Resources,28,2,Marketing,1,10376,3,Female,43,2,4,Research Director,1,Divorced,3243,26371,3,Y,Yes,18,3,4,80,0,24,6,1,31,1,8,15
53,No,Travel_Frequently,1395,Research & Development,21,1,Marketing,1,10377,3,Male,33,2,2,Human Resources,1,Married,17616,21601,2,Y,No,15,3,3,80,2,18,3,3,11,8,11,12
46,No,Non-Travel,769,Research & Development,15,3,Technical Degree,1,10378,3,Female,77,1,1,Research Scientist,4,Divorced,19687,14367,3,Y,Yes,23,4,3,80,2,27,2,2,17,9,11,4
30,Yes,Travel_Frequently,1390,Research & Development,17,1,Life Sciences,1,10379,3,Male,47,3,4,Laboratory Technician,4,Married,15651,25044,0,Y,No,12,3,4,80,0,23,6,1,40,6,0,2
54,No,Travel_Rarely,982,Human Resources,2,5,Medical,1,10380,3,Male,51,2,5,Manufacturing Director,2,Married,5412,16686,0,Y,Yes,23,3,4,80,1,29,3,1,24,8,1,16
20,No,Travel_Rarely,1414,Human Resources,8,4,Medical,1,10381,4,Male,68,2,2,Research Scientist,3,Single,19059,22723,5,Y,No,14,3,1,80,1,0,5,2,35,17,1,3
44,Yes,Non-Travel,708,Sales,3,4,Technical Degree,1,10382,1,Female,100,4,2,Research Director,4,Single,13465,17101,3,Y,Yes,14,4,1,80,1,18,5,3,18,9,15,5
50,Yes,Non-Travel,826,Sales,6,4,Medical,1,10383,4,Female,96,3,5,Manufacturing Director,1,Single,2593,7251,6,Y,Yes,11,4,2,80,1,5,6,4,16,13,4,14
57,Yes,Non-Travel,1024,Research & Development,5,1,Technical Degree,1,10384,2,Female,44,3,2,Healthcare Representative,1,Married,16660,11099,5,Y,No,14,3,3,80,0,31,5,3,7,7,13,2
56,Yes,Travel_Rarely,691,Sales,3,2,Marketing,1,10385,2,Female,85,2,5,Healthcare Representative,1,Married,19255,15425,5,Y,No,22,3,2,80,0,21,5,2,11,17,12,1
19,Yes,Non-Travel,1032,Research & Development,29,1,Life Sciences,1,10386,3,Male,67,4,3,Healthcare Representative,3,Divorced,19012,4131,3,Y,No,15,3,3,80,1,24,2,1,15,5,4,12
19,Yes,Travel_Frequently,1130,Research & Development,20,1,Medical,1,10387,1,Male,64,2,1,Sales Representative,1,Single,18841,8858,2,Y,Yes,13,3,4,80,1,4,0,4,9,2,2,12
38,No,Travel_Rarely,699,Research & Development,12,1,Technical Degree,1,10388,2,Male,65,1,5,Sales Executive,1,Married,8243,7660,0,Y,Yes,12,3,3,80,1,7,3,1,37,4,10,5
28,Yes,Travel_Rarely,611,Human Resources,10,2,Human Resources,1,10389,1,Male,94,1,1,Manufacturing Director,3,Single,3270,4644,0,Y,Yes,15,4,3,80,3,26,6,2,34,3,4,5
60,No,Non-Travel,1165,Research & Development,10,5,Marketing,1,10390,3,Male,89,4,4,Research Director,1,Married,11408,18399,4,Y,Yes,17,3,2,80,2,7,0,3,32,11,10,11
32,Yes,Travel_Rarely,608,Human Resources,13,2,Medical,1,10391,3,Male,95,3,3,Human Resources,3,Single,17372,26185,3,Y,No,14,4,3,80,1,2,1,4,27,1,5,4
57,No,Travel_Frequently,645,Human Resources,23,2,Human Resources,1,10392,1,Male,67,1,1,Sales Executive,3,Married,4431,4535,3,Y,Yes,21,4,2,80,0,3,2,4,1,6,0,9
25,No,Travel_Rarely,1445,Research & Development,21,2,Marketing,1,10393,2,Male,65,4,3,Research Scientist,1,Married,14651,10233,5,Y,No,18,3,3,80,3,29,1,3,21,5,4,12
44,Yes,Travel_Rarely,444,Research & Development,27,3,Life Sciences,1,10394,1,Female,87,4,1,Research Director,3,Married,11211,13195,2,Y,No,16,3,1,80,0,13,4,3,19,4,4,8
28,Yes,Travel_Frequently,613,Sales,9,3,Human Resources,1,10395,2,Female,53,2,4,Sales Representative,1,Single,11559,23671,0,Y,Yes,20,4,3,80,3,5,0,1,15,11,3,15
32,Yes,Travel_Rarely,613,Sales,28,2,Marketing,1,10396,4,Female,39,1,1,Research Director,1,Divorced,17947,2700,2,Y,Yes,24,4,1,80,1,4,3,4,35,18,2,2
